"63","брод","1",NULL,"0"
"64","бром","1",NULL,"0"
"65","бронз","1",NULL,"0"
"66","брус","1",NULL,"0"
"67","бряз","1",NULL,"0"
"68","бряст","1",NULL,"0"
"69","бук","1",NULL,"0"
"70","бум","1",NULL,"0"
"71","бунт","1",NULL,"0"
"72","бут","1",NULL,"0"
"73","бюст","1",NULL,"0"
"74","вал","1",NULL,"0"
"75","валс","1",NULL,"0"
"76","валц","1",NULL,"0"
"77","ват","1",NULL,"0"
"78","век","1",NULL,"0"
"79","взвод","1",NULL,"0"
"80","взлом","1",NULL,"0"
"81","взор","1",NULL,"0"
"82","взрив","1",NULL,"0"
"83","вид","1",NULL,"0"
"84","видеофайл","1",NULL,"0"
"85","вик","1",NULL,"0"
"86","винт","1",NULL,"0"
"87","вир","1",NULL,"0"
"88","вис","1",NULL,"0"
"89","виц","1",NULL,"0"
"90","вкус","1",NULL,"0"
"91","влак","1",NULL,"0"
"92","влек","1",NULL,"0"
"93","влог","1",NULL,"0"
"94","внос","1",NULL,"0"
"95","водосбор","1",NULL,"0"
"96","вожд","1",NULL,"0"
"97","вол","1",NULL,"0"
"98","волт","1",NULL,"0"
"99","вот","1",NULL,"0"
"100","впряг","1",NULL,"0"
"101","враг","1",NULL,"0"
"102","врат","1",NULL,"0"
"103","врач","1",NULL,"0"
"104","вуз","1",NULL,"0"
"105","вход","1",NULL,"0"
"106","гад","1",NULL,"0"
"107","газ","1",NULL,"0"
"108","гард","1",NULL,"0"
"109","гаф","1",NULL,"0"
"110","гей","40",NULL,"0"
"111","гейм","1",NULL,"0"
"112","генотип","1",NULL,"0"
"113","герб","1",NULL,"0"
"114","гид","1",NULL,"0"
"115","гипс","1",NULL,"0"
"116","глад","1",NULL,"0"
"117","гланц","1",NULL,"0"
"118","глас","1",NULL,"0"
"119","глог","1",NULL,"0"
"120","глъч","1",NULL,"0"
"121","гнет","1",NULL,"0"
"122","гном","1",NULL,"0"
"123","гнус","1",NULL,"0"
"124","гол","1",NULL,"0"
"125","голф","1",NULL,"0"
"126","гонг","1",NULL,"0"
"127","град","1",NULL,"0"
"128","грам","1",NULL,"0"
"129","гранд","1",NULL,"0"
"130","грил","1",NULL,"0"
"131","грим","1",NULL,"0"
"132","грип","1",NULL,"0"
"133","грис","1",NULL,"0"
"134","гриф","1",NULL,"0"
"135","гроб","1",NULL,"0"
"136","грог","1",NULL,"0"
"137","грозд","1",NULL,"0"
"138","грот","1",NULL,"0"
"139","грош","1",NULL,"0"
"140","грунд","1",NULL,"0"
"141","гърч","1",NULL,"0"
"142","гьол","1",NULL,"0"
"143","гьон","1",NULL,"0"
"144","гюл","1",NULL,"0"
"145","гюм","1",NULL,"0"
"146","дам","1",NULL,"0"
"147","дар","1",NULL,"0"
"148","двор","1",NULL,"0"
"149","демарш","1",NULL,"0"
"150","денк","1",NULL,"0"
"151","дерт","1",NULL,"0"
"152","джаз","1",NULL,"0"
"153","джин","1",NULL,"0"
"154","джинс","1",NULL,"0"
"155","джип","1",NULL,"0"
"156","джоб","1",NULL,"0"
"157","дим","1",NULL,"0"
"158","диск","1",NULL,"0"
"159","длаб","1",NULL,"0"
"160","дог","1",NULL,"0"
"161","док","1",NULL,"0"
"162","дол","1",NULL,"0"
"163","дом","1",NULL,"0"
"164","дон","1",NULL,"0"
"165","дост","1",NULL,"0"
"166","драйв","1",NULL,"0"
"167","дрейф","1",NULL,"0"
"168","дроб","1",NULL,"0"
"169","дрозд","1",NULL,"0"
"170","дропс","1",NULL,"0"
"171","дрян","1",NULL,"0"
"172","дук","1",NULL,"0"
"173","дух","1",NULL,"0"
"174","душ","1",NULL,"0"
"175","дъб","1",NULL,"0"
"176","дъжд","1",NULL,"0"
"177","дълг","1",NULL,"0"
"178","дъх","1",NULL,"0"
"179","дюйм","1",NULL,"0"
"180","еж","1",NULL,"0"
"181","ек","1",NULL,"0"
"182","електроволт","1",NULL,"0"
"183","емайллак","1",NULL,"0"
"184","жак","1",NULL,"0"
"185","жанр","1",NULL,"0"
"186","жест","1",NULL,"0"
"187","жлеб","1",NULL,"0"
"188","залп","1",NULL,"0"
"189","зар","1",NULL,"0"
"190","звук","22",NULL,"0"
"191","звън","1",NULL,"0"
"192","здрач","1",NULL,"0"
"193","зид","1",NULL,"0"
"194","зифт","1",NULL,"0"
"195","знак","22",NULL,"0"
"196","зоб","1",NULL,"0"
"197","зов","1",NULL,"0"
"198","зоопарк","1",NULL,"0"
"199","зор","1",NULL,"0"
"200","инч","1",NULL,"0"
"201","иск","1",NULL,"0"
"202","кант","1",NULL,"0"
"203","кат","1",NULL,"0"
"204","кварц","1",NULL,"0"
"205","квас","1",NULL,"0"
"206","кейк","1",NULL,"0"
"207","кекс","1",NULL,"0"
"208","кеф","1",NULL,"0"
"209","кец","1",NULL,"0"
"210","кеч","1",NULL,"0"
"211","кил","1",NULL,"0"
"212","кинопарк","1",NULL,"0"
"213","кир","1",NULL,"0"
"214","кит","1",NULL,"0"
"215","кич","1",NULL,"0"
"216","клас","1",NULL,"0"
"217","клен","1",NULL,"0"
"218","клин","1",NULL,"0"
"219","клинч","1",NULL,"0"
"220","клип","1",NULL,"0"
"221","клипборд","1",NULL,"0"
"222","клир","1",NULL,"0"
"223","клуб","1",NULL,"0"
"224","клуп","1",NULL,"0"
"225","клюн","1",NULL,"0"
"226","ключ","1",NULL,"0"
"227","кмет","1",NULL,"0"
"228","кнехт","1",NULL,"0"
"229","код","1",NULL,"0"
"230","коз","1",NULL,"0"
"231","кок","1",NULL,"0"
"232","кол","1",NULL,"0"
"233","компактдиск","1",NULL,"0"
"234","контраалт","1",NULL,"0"
"235","контрапункт","1",NULL,"0"
"236","корк","1",NULL,"0"
"237","корт","1",NULL,"0"
"238","кос","1",NULL,"0"
"239","коч","1",NULL,"0"
"240","кош","1",NULL,"0"
"241","краб","1",NULL,"0"
"242","кран","1",NULL,"0"
"243","крах","1",NULL,"0"
"244","крем","1",NULL,"0"
"245","крик","1",NULL,"0"
"246","крин","1",NULL,"0"
"247","крос","1",NULL,"0"
"248","кръг","1",NULL,"0"
"249","кръст","1",NULL,"0"
"250","куб","1",NULL,"0"
"251","кулокран","1",NULL,"0"
"252","култ","1",NULL,"0"
"253","кум","1",NULL,"0"
"254","куп","1",NULL,"0"
"255","курс","1",NULL,"0"
"256","кълн","1",NULL,"0"
"257","кърт","1",NULL,"0"
"258","къс","1",NULL,"0"
"259","кът","1",NULL,"0"
"260","къч","1",NULL,"0"
"261","кюп","1",NULL,"0"
"262","кяр","1",NULL,"0"
"263","лак","1",NULL,"0"
"264","лаф","1",NULL,"0"
"265","лев","1",NULL,"0"
"266","лед","1",NULL,"0"
"267","лек","1",NULL,"0"
"268","лен","1",NULL,"0"
"269","лес","1",NULL,"0"
"270","лефер","1",NULL,"0"
"271","леш","1",NULL,"0"
"272","лик","1",NULL,"0"
"273","лин","1",NULL,"0"
"274","линч","1",NULL,"0"
"275","лифт","1",NULL,"0"
"276","лов","1",NULL,"0"
"277","лом","1",NULL,"0"
"278","лорд","1",NULL,"0"
"279","лос","1",NULL,"0"
"280","лост","1",NULL,"0"
"281","лот","1",NULL,"0"
"282","лук","1",NULL,"0"
"283","лукс","1",NULL,"0"
"284","лунапарк","1",NULL,"0"
"285","луфт","1",NULL,"0"
"286","лъв","1",NULL,"0"
"287","лък","1",NULL,"0"
"288","лъх","1",NULL,"0"
"289","лъч","9",NULL,"0"
"290","льос","1",NULL,"0"
"291","люк","1",NULL,"0"
"292","маг","1",NULL,"0"
"293","мак","1",NULL,"0"
"294","малц","1",NULL,"0"
"295","манш","1",NULL,"0"
"296","марж","1",NULL,"0"
"297","марш","1",NULL,"0"
"298","мат","1",NULL,"0"
"299","мач","1",NULL,"0"
"300","мех","1",NULL,"0"
"301","меч","1",NULL,"0"
"302","миг","1",NULL,"0"
"303","микрофиш","1",NULL,"0"
"304","микрочип","1",NULL,"0"
"305","мим","1",NULL,"0"
"306","мит","1",NULL,"0"
"307","млин","1",NULL,"0"
"308","мол","1",NULL,"0"
"309","монотип","1",NULL,"0"
"310","мор","1",NULL,"0"
"311","морж","1",NULL,"0"
"312","морз","1",NULL,"0"
"313","мост","1",NULL,"0"
"314","мраз","1",NULL,"0"
"315","мрак","1",NULL,"0"
"316","мъх","1",NULL,"0"
"317","нар","1",NULL,"0"
"318","наркооп","1",NULL,"0"
"319","нефт","1",NULL,"0"
"320","нит","1",NULL,"0"
"321","нитролак","1",NULL,"0"
"322","нож","1",NULL,"0"
"323","нос","1",NULL,"0"
"324","нюх","1",NULL,"0"
"325","обертон","9",NULL,"0"
"326","ок","1",NULL,"0"
"327","паж","1",NULL,"0"
"328","пакт","1",NULL,"0"
"329","пан","1",NULL,"0"
"330","парк","1",NULL,"0"
"331","пас","1",NULL,"0"
"332","пат","1",NULL,"0"
"333","пенс","1",NULL,"0"
"334","пер","1",NULL,"0"
"335","пес","1",NULL,"0"
"336","пеш","1",NULL,"0"
"337","пивоквас","1",NULL,"0"
"338","пик","1",NULL,"0"
"339","пир","1",NULL,"0"
"340","пич","1",NULL,"0"
"341","плаж","1",NULL,"0"
"342","план","1",NULL,"0"
"343","пласт","1",NULL,"0"
"344","плат","1",NULL,"0"
"345","плац","1",NULL,"0"
"346","плач","1",NULL,"0"
"347","плащ","1",NULL,"0"
"348","плен","1",NULL,"0"
"349","плет","1",NULL,"0"
"350","плик","1",NULL,"0"
"351","плод","1",NULL,"0"
"352","плонж","1",NULL,"0"
"353","плот","1",NULL,"0"
"354","плуг","1",NULL,"0"
"355","плъх","1",NULL,"0"
"356","плюс","1",NULL,"0"
"357","плюш","1",NULL,"0"
"358","под","1",NULL,"0"
"359","подвид","1",NULL,"0"
"360","подклас","1",NULL,"0"
"361","подниз","1",NULL,"0"
"362","подстил","1",NULL,"0"
"363","подтекст","1",NULL,"0"
"364","подтип","1",NULL,"0"
"365","пол","1",NULL,"0"
"366","полк","1",NULL,"0"
"367","полубог","1",NULL,"0"
"368","полувек","1",NULL,"0"
"369","полукръг","1",NULL,"0"
"370","полусвод","1",NULL,"0"
"371","полустих","1",NULL,"0"
"372","полутон","1",NULL,"0"
"373","получас","1",NULL,"0"
"374","полушпек","1",NULL,"0"
"375","поп","1",NULL,"0"
"376","пор","1",NULL,"0"
"377","порт","1",NULL,"0"
"378","пост","9",NULL,"0"
"379","постфикс","1",NULL,"0"
"380","праг","1",NULL,"0"
"381","праз","1",NULL,"0"
"382","прах","1",NULL,"0"
"383","предклас","1",NULL,"0"
"384","привкус","1",NULL,"0"
"385","приз","1",NULL,"0"
"386","принц","1",NULL,"0"
"387","приръст","1",NULL,"0"
"388","проектоплан","1",NULL,"0"
"389","пруст","1",NULL,"0"
"390","прът","9",NULL,"0"
"391","пръч","1",NULL,"0"
"392","пул","1",NULL,"0"
"393","пулп","1",NULL,"0"
"394","пулс","1",NULL,"0"
"395","пулт","1",NULL,"0"
"396","пункт","1",NULL,"0"
"397","пунш","1",NULL,"0"
"398","пуск","1",NULL,"0"
"399","пух","1",NULL,"0"
"400","пън","1",NULL,"0"
"401","пъп","1",NULL,"0"
"402","радиошкаф","1",NULL,"0"
"403","развейпрах","1",NULL,"0"
"404","ранг","1",NULL,"0"
"405","рафт","1",NULL,"0"
"406","рев","1",NULL,"0"
"407","ред","1",NULL,"0"
"408","рейд","1",NULL,"0"
"409","рейс","1",NULL,"0"
"410","рестарт","1",NULL,"0"
"411","рид","1",NULL,"0"
"412","ринг","1",NULL,"0"
"413","рис","1",NULL,"0"
"414","риск","1",NULL,"0"
"415","риф","1",NULL,"0"
"416","ров","1",NULL,"0"
"417","рог","1",NULL,"0"
"418","род","1",NULL,"0"
"419","ром","1",NULL,"0"
"420","ромб","1",NULL,"0"
"421","румб","1",NULL,"0"
"422","рунд","1",NULL,"0"
"423","ръб","1",NULL,"0"
"424","ръст","1",NULL,"0"
"425","сайт","1",NULL,"0"
"426","сак","1",NULL,"0"
"427","сал","1",NULL,"0"
"428","сан","1",NULL,"0"
"429","сап","1",NULL,"0"
"430","сач","1",NULL,"0"
"431","сбор","1",NULL,"0"
"432","сват","1",NULL,"0"
"433","свод","1",NULL,"0"
"434","свян","1",NULL,"0"
"435","сейм","1",NULL,"0"
"436","сейф","1",NULL,"0"
"437","сет","1",NULL,"0"
"438","син","1",NULL,"0"
"439","скалп","1",NULL,"0"
"440","скат","1",NULL,"0"
"441","скейтборд","1",NULL,"0"
"442","склад","1",NULL,"0"
"443","склон","1",NULL,"0"
"444","скок","1",NULL,"0"
"445","скот","1",NULL,"0"
"446","скоуш","1",NULL,"0"
"447","скрин","1",NULL,"0"
"448","скрипт","1",NULL,"0"
"449","скункс","1",NULL,"0"
"450","слон","1",NULL,"0"
"451","слот","1",NULL,"0"
"452","слух","1",NULL,"0"
"453","смерч","1",NULL,"0"
"454","смут","1",NULL,"0"
"455","смърч","1",NULL,"0"
"456","сноп","9",NULL,"0"
"457","сок","1",NULL,"0"
"458","сом","1",NULL,"0"
"459","сорт","1",NULL,"0"
"460","сос","1",NULL,"0"
"461","спад","1",NULL,"0"
"462","спец","1",NULL,"0"
"463","спецкурс","1",NULL,"0"
"464","спор","1",NULL,"0"
"465","спорт","1",NULL,"0"
"466","спринт","1",NULL,"0"
"467","срам","1",NULL,"0"
"468","срез","1",NULL,"0"
"469","срив","1",NULL,"0"
"470","срок","1",NULL,"0"
"471","стаж","1",NULL,"0"
"472","стан","1",NULL,"0"
"473","старт","1",NULL,"0"
"474","ствол","1",NULL,"0"
"475","стек","1",NULL,"0"
"476","стенд","1",NULL,"0"
"477","стенлист","1",NULL,"0"
"478","стик","1",NULL,"0"
"479","стил","1",NULL,"0"
"480","стих","1",NULL,"0"
"481","стол","1",NULL,"0"
"482","стон","1",NULL,"0"
"483","стоп","1",NULL,"0"
"484","страх","1",NULL,"0"
"485","стрес","1",NULL,"0"
"486","струг","1",NULL,"0"
"487","стрък","1",NULL,"0"
"488","студ","1",NULL,"0"
"489","стъклопласт","1",NULL,"0"
"490","стълб","1",NULL,"0"
"491","стяг","1",NULL,"0"
"492","сфинкс","1",NULL,"0"
"493","съд","1",NULL,"0"
"494","сър","1",NULL,"0"
"495","сърп","1",NULL,"0"
"496","сърф","1",NULL,"0"
"497","таг","1",NULL,"0"
"498","таз","1",NULL,"0"
"499","такт","1",NULL,"0"
"500","талк","1",NULL,"0"
"501","танк","1",NULL,"0"
"502","тас","1",NULL,"0"
"503","тек","1",NULL,"0"
"504","текст","1",NULL,"0"
"505","тел","1",NULL,"0"
"506","телбод","1",NULL,"0"
"507","телепорт","1",NULL,"0"
"508","телетекст","1",NULL,"0"
"509","телетип","1",NULL,"0"
"510","темп","1",NULL,"0"
"511","тен","1",NULL,"0"
"512","тенискорт","1",NULL,"0"
"513","терк","1",NULL,"0"
"514","тест","1",NULL,"0"
"515","теч","1",NULL,"0"
"516","тик","1",NULL,"0"
"517","тил","1",NULL,"0"
"518","тим","1",NULL,"0"
"519","тип","1",NULL,"0"
"520","тиф","1",NULL,"0"
"521","ток","1",NULL,"0"
"522","том","1",NULL,"0"
"523","тон","1",NULL,"0"
"524","топ","1",NULL,"0"
"525","тор","1",NULL,"0"
"526","торс","1",NULL,"0"
"527","торф","1",NULL,"0"
"528","тост","1",NULL,"0"
"529","трак","1",NULL,"0"
"530","трал","1",NULL,"0"
"531","транс","1",NULL,"0"
"532","трап","1",NULL,"0"
"533","трафопост","1",NULL,"0"
"534","тренд","1",NULL,"0"
"535","трик","1",NULL,"0"
"536","трон","1",NULL,"0"
"537","труд","1",NULL,"0"
"538","труп","1",NULL,"0"
"539","трус","1",NULL,"0"
"540","трън","7",NULL,"0"
"541","тръст","1",NULL,"0"
"542","трюм","1",NULL,"0"
"543","туз","1",NULL,"0"
"544","тур","1",NULL,"0"
"545","туш","1",NULL,"0"
"546","търг","1",NULL,"0"
"547","тъст","1",NULL,"0"
"548","тъч","1",NULL,"0"
"549","тюл","1",NULL,"0"
"550","ум","1",NULL,"0"
"551","файл","1",NULL,"0"
"552","факс","1",NULL,"0"
"553","фал","1",NULL,"0"
"554","фалстарт","1",NULL,"0"
"555","фалц","1",NULL,"0"
"556","фалш","1",NULL,"0"
"557","фар","1",NULL,"0"
"558","фарс","1",NULL,"0"
"559","фас","1",NULL,"0"
"560","фен","1",NULL,"0"
"561","фес","1",NULL,"0"
"562","фест","1",NULL,"0"
"563","филц","1",NULL,"0"
"564","финт","1",NULL,"0"
"565","фиск","1",NULL,"0"
"566","фит","1",NULL,"0"
"567","фиш","1",NULL,"0"
"568","флаг","1",NULL,"0"
"569","фланг","1",NULL,"0"
"570","флаш","1",NULL,"0"
"571","флирт","1",NULL,"0"
"572","флопидиск","1",NULL,"0"
"573","флот","1",NULL,"0"
"574","фон","1",NULL,"0"
"575","фонд","1",NULL,"0"
"576","форт","1",NULL,"0"
"577","фотоплан","1",NULL,"0"
"578","фрак","1",NULL,"0"
"579","франк","1",NULL,"0"
"580","фрейм","1",NULL,"0"
"581","фронт","1",NULL,"0"
"582","фунт","1",NULL,"0"
"583","фут","1",NULL,"0"
"584","хак","1",NULL,"0"
"585","хал","1",NULL,"0"
"586","хан","1",NULL,"0"
"587","ханш","1",NULL,"0"
"588","хап","1",NULL,"0"
"589","харч","1",NULL,"0"
"590","хвощ","1",NULL,"0"
"591","хек","1",NULL,"0"
"592","хеттрик","1",NULL,"0"
"593","хикс","1",NULL,"0"
"594","хипертекст","1",NULL,"0"
"595","хипогриф","1",NULL,"0"
"596","хит","1",NULL,"0"
"597","хленч","1",NULL,"0"
"598","хляб","1",NULL,"0"
"599","хмел","1",NULL,"0"
"600","ход","1",NULL,"0"
"601","хол","1",NULL,"0"
"602","хор","1",NULL,"0"
"603","хост","1",NULL,"0"
"604","храм","1",NULL,"0"
"605","хрип","1",NULL,"0"
"606","хром","1",NULL,"0"
"607","хрян","1",NULL,"0"
"608","хъб","1",NULL,"0"
"609","хълм","1",NULL,"0"
"610","хъш","1",NULL,"0"
"611","ценз","1",NULL,"0"
"612","цент","1",NULL,"0"
"613","цер","1",NULL,"0"
"614","цех","1",NULL,"0"
"615","цинк","1",NULL,"0"
"616","цип","1",NULL,"0"
"617","цирк","1",NULL,"0"
"618","цол","1",NULL,"0"
"619","чам","1",NULL,"0"
"620","чар","1",NULL,"0"
"621","чарк","1",NULL,"0"
"622","час","1",NULL,"0"
"623","чат","1",NULL,"0"
"624","чвор","1",NULL,"0"
"625","чек","1",NULL,"0"
"626","чеп","1",NULL,"0"
"627","чим","1",NULL,"0"
"628","чин","1",NULL,"0"
"629","чип","1",NULL,"0"
"630","чифт","1",NULL,"0"
"631","член","1",NULL,"0"
"632","човекочас","1",NULL,"0"
"633","чоп","1",NULL,"0"
"634","чук","1",NULL,"0"
"635","чул","1",NULL,"0"
"636","шал","1",NULL,"0"
"637","шанс","1",NULL,"0"
"638","шанц","1",NULL,"0"
"639","шап","1",NULL,"0"
"640","шарж","1",NULL,"0"
"641","шарф","1",NULL,"0"
"642","шах","1",NULL,"0"
"72492","шахмат","38",NULL,"0"
"644","шев","1",NULL,"0"
"645","шейх","1",NULL,"0"
"646","шеллак","1",NULL,"0"
"647","шелф","1",NULL,"0"
"648","шеф","1",NULL,"0"
"649","шип","1",NULL,"0"
"650","шиш","1",NULL,"0"
"651","шкаф","1",NULL,"0"
"652","шланг","1",NULL,"0"
"653","шлейф","1",NULL,"0"
"654","шлем","1",NULL,"0"
"655","шлеп","1",NULL,"0"
"656","шлиц","1",NULL,"0"
"657","шлюз","1",NULL,"0"
"658","шнур","1",NULL,"0"
"659","шок","1",NULL,"0"
"660","шпайк","1",NULL,"0"
"661","шпац","1",NULL,"0"
"662","шпек","1",NULL,"0"
"663","шперц","1",NULL,"0"
"664","шпиц","1",NULL,"0"
"665","шпор","1",NULL,"0"
"666","шприц","1",NULL,"0"
"667","шрифт","1",NULL,"0"
"668","шум","1",NULL,"0"
"669","шут","1",NULL,"0"
"670","щаб","1",NULL,"0"
"671","щам","1",NULL,"0"
"672","щанд","1",NULL,"0"
"673","щат","9",NULL,"0"
"674","щик","1",NULL,"0"
"675","щир","1",NULL,"0"
"676","щит","1",NULL,"0"
"677","щифт","1",NULL,"0"
"678","щрайх","1",NULL,"0"
"679","щурм","1",NULL,"0"
"680","щърк","1",NULL,"0"
"681","юз","1",NULL,"0"
"682","яд","1",NULL,"0"
"683","яз","1",NULL,"0"
"684","як","1",NULL,"0"
"685","ярд","1",NULL,"0"
"686","яхтклуб","1",NULL,"0"
"687","бряг","2",NULL,"0"
"688","бяг","2",NULL,"0"
"689","бяс","2",NULL,"0"
"690","гняв","2",NULL,"0"
"691","грях","2",NULL,"0"
"692","мях","2",NULL,"0"
"693","свят","2",NULL,"0"
"694","смях","2",NULL,"0"
"695","сняг","2",NULL,"0"
"696","цвят","2",NULL,"0"
"697","цяр","2",NULL,"0"
"698","звяр","3",NULL,"0"
"699","дял","4",NULL,"0"
"700","връх","5",NULL,"0"
"701","гръб","5",NULL,"0"
"702","гръм","5",NULL,"0"
"703","вятър","6",NULL,"0"
"704","алт","7",NULL,"0"
"705","клон","7",NULL,"0"
"706","низ","7",NULL,"0"
"707","роб","7",NULL,"0"
"708","скут","7",NULL,"0"
"709","сноб","7",NULL,"0"
"710","лист","8",NULL,"0"
"711","абажур","9",NULL,"0"
"712","абанос","9",NULL,"0"
"713","абдал","9",NULL,"0"
"714","абдуктор","9",NULL,"0"
"715","абзац","9",NULL,"0"
"716","аблаут","9",NULL,"0"
"717","аболюционист","9",NULL,"0"
"718","абонамент","9",NULL,"0"
"719","абонат","9",NULL,"0"
"720","абордаж","9",NULL,"0"
"721","аборт","9",NULL,"0"
"722","абразив","9",NULL,"0"
"723","абрихт","9",NULL,"0"
"724","абсент","9",NULL,"0"
"725","абсолют","9",NULL,"0"
"726","абсорбатор","9",NULL,"0"
"727","абсорбент","9",NULL,"0"
"728","абсорбер","9",NULL,"0"
"729","абстракционист","9",NULL,"0"
"730","абсурд","9",NULL,"0"
"731","абсцес","9",NULL,"0"
"732","авангард","9",NULL,"0"
"733","авангардист","9",NULL,"0"
"734","аванс","9",NULL,"0"
"735","авантаж","9",NULL,"0"
"736","авер","9",NULL,"0"
"737","авиодиспечер","9",NULL,"0"
"738","авиозавод","9",NULL,"0"
"739","авиоконструктор","9",NULL,"0"
"740","авиоконцерн","9",NULL,"0"
"741","авиомодел","9",NULL,"0"
"742","авиомотор","9",NULL,"0"
"743","авиопазар","9",NULL,"0"
"744","авоар","9",NULL,"0"
"745","автобизнес","9",NULL,"0"
"746","автобус","9",NULL,"0"
"747","автогараж","9",NULL,"0"
"748","автогенератор","9",NULL,"0"
"749","автограф","9",NULL,"0"
"750","автоджамбазин","9",NULL,"0"
"751","автодизайн","9",NULL,"0"
"752","автодизайнер","9",NULL,"0"
"753","автоемайл","9",NULL,"0"
"754","автозавод","9",NULL,"0"
"755","автокатализатор","9",NULL,"0"
"756","автоклав","9",NULL,"0"
"757","автократ","9",NULL,"0"
"758","автокредит","9",NULL,"0"
"759","автомат","9",NULL,"0"
"760","автомобил","9",NULL,"0"
"761","автомонтьор","9",NULL,"0"
"762","автономист","9",NULL,"0"
"763","автопазар","9",NULL,"0"
"764","автопатрул","9",NULL,"0"
"765","автопилот","9",NULL,"0"
"766","автопортрет","9",NULL,"0"
"767","авторемонт","9",NULL,"0"
"768","авторитарист","9",NULL,"0"
"769","авторитет","9",NULL,"0"
"770","автосалон","9",NULL,"0"
"771","автосервиз","9",NULL,"0"
"772","автотранспорт","9",NULL,"0"
"773","автохтон","9",NULL,"0"
"774","агиограф","9",NULL,"0"
"775","агломерат","9",NULL,"0"
"776","агнец","9",NULL,"0"
"777","агрегат","9",NULL,"0"
"778","агреман","9",NULL,"0"
"779","агроартикул","9",NULL,"0"
"780","агробизнес","9",NULL,"0"
"781","агробизнесмен","9",NULL,"0"
"782","агроексперт","9",NULL,"0"
"783","агропродукт","9",NULL,"0"
"784","агроспециалист","9",NULL,"0"
"785","агросъюз","9",NULL,"0"
"786","адаптер","9",NULL,"0"
"787","адвентист","9",NULL,"0"
"788","адепт","9",NULL,"0"
"789","адет","9",NULL,"0"
"790","адреналин","9",NULL,"0"
"791","адрес","9",NULL,"0"
"792","аеродрум","9",NULL,"0"
"793","аерозол","9",NULL,"0"
"794","аеролит","9",NULL,"0"
"795","аеронавт","9",NULL,"0"
"796","аероплан","9",NULL,"0"
"797","аеростат","9",NULL,"0"
"798","аеротранспорт","9",NULL,"0"
"799","ажиотаж","9",NULL,"0"
"800","ажур","9",NULL,"0"
"801","азбест","9",NULL,"0"
"802","азимут","9",NULL,"0"
"803","айран","9",NULL,"0"
"804","айсберг","9",NULL,"0"
"805","акаунт","9",NULL,"0"
"806","акваланг","9",NULL,"0"
"807","аквамарин","9",NULL,"0"
"808","акванавт","9",NULL,"0"
"809","акварел","9",NULL,"0"
"810","акварелист","9",NULL,"0"
"811","аквариум","9",NULL,"0"
"812","акведукт","9",NULL,"0"
"813","акомпанимент","9",NULL,"0"
"814","акомпанятор","9",NULL,"0"
"815","акорд","9",NULL,"0"
"816","акордеон","9",NULL,"0"
"817","акредитив","9",NULL,"0"
"818","акроним","9",NULL,"0"
"819","акропол","9",NULL,"0"
"820","акселбант","9",NULL,"0"
"821","акселератор","9",NULL,"0"
"822","аксесоар","9",NULL,"0"
"823","актив","9",NULL,"0"
"824","активатор","9",NULL,"0"
"825","активист","9",NULL,"0"
"826","актьор","9",NULL,"0"
"827","акумулатор","9",NULL,"0"
"828","акцент","9",NULL,"0"
"829","акцидент","9",NULL,"0"
"830","акциз","9",NULL,"0"
"831","акъл","9",NULL,"0"
